doc_type,invoice_number,subledger_amount,xoro_gl_amount,diff
AR,ROF ECOM-I014687,28.90,56.28,-27.38
AR,ROF-I013967,10.10,20.20,-10.10
AR,ROF-I015049,410.90,652.10,-241.20
AR,ROF ECOM-I014671,20.40,52.02,-31.62
AR,ROF ECOM-I014682,25.60,37.36,-11.76
AR,PT-I014498,57.00,68.07,-11.07
AR,ROF ECOM-I014561,48.00,54.40,-6.40
AR,ROF ECOM-I014543,29.20,39.76,-10.56
AR,PT-I014570,55.00,59.35,-4.35
AR,ROF ECOM-I014568,28.90,37.24,-8.34
AR,ROF ECOM-I014805,90.00,148.29,-58.29
AR,ROF ECOM-I014566,31.00,33.91,-2.91
AR,ROF ECOM-I014587,27.70,36.51,-8.81
AR,ROF ECOM-I014825,19.00,30.40,-11.40
AR,ROF ECOM-I014647,27.70,34.80,-7.10
AR,ROF ECOM-I014478,29.20,31.70,-2.50
AR,ROF ECOM-I014616,60.20,64.77,-4.57
AR,ROF ECOM-I014997,29.20,34.71,-5.51
AR,PT-I014979,32.30,46.24,-13.94
AR,ROF ECOM-I014651,44.40,50.95,-6.55
AR,ROF ECOM-I015228,28.90,41.12,-12.22
AR,ROF ECOM-I014609,31.00,39.56,-8.56
AR,ROF ECOM-I015622,59.00,62.98,-3.98
AR,PT-I015219,27.00,36.23,-9.23
AR,ROF-I015356,10.10,19.00,-8.90
AR,ROF-I015186,27276.40,36396.40,-9120.00
AR,ROF ECOM-I015184,28.90,37.78,-8.88
AR,ROF ECOM-I014551,56.90,67.32,-10.42
AR,ROF ECOM-I014499,63.20,66.93,-3.73
AR,ROF ECOM-I014475,67.80,82.58,-14.78
AR,ROF ECOM-I015302,29.20,70.63,-41.43
AR,PT-I015305,48.00,108.00,-60.00
AR,PT-I014980,48.00,59.07,-11.07
AR,PT-I014626,25.60,36.67,-11.07
AR,ROF ECOM-I015438,116.20,155.23,-39.03
AR,ROF ECOM-I014982,29.20,68.45,-39.25
AR,ROF ECOM-I015144,20.40,30.08,-9.68
AR,ROF ECOM-I014985,92.10,105.56,-13.46
AR,ROF-I014632,18780.00,22380.00,-3600.00
AR,ROF ECOM-I015245,87.60,96.56,-8.96
AR,ROF ECOM-I014816,135.90,111.78,24.12
AR,ROF ECOM-I014501,62.00,77.92,-15.92
AR,ROF ECOM-I015601,57.20,55.20,2.00
AR,PT-I015169,97.00,99.00,-2.00
AR,ROF ECOM-I015618,135.80,148.69,-12.89
AR,ROF-I015360,19.00,27.90,-8.90
AR,ROF ECOM-I015590,159.80,139.48,20.32
AR,ROF ECOM-I015285,53.30,63.72,-10.42
AR,ROF ECOM-I014592,77.40,62.64,14.76
AR,PT-I015550,31.00,44.94,-13.94
AR,ROF-I014909,160.60,311.60,-151.00
AR,ROF ECOM-I015554,32.10,44.55,-12.45
AR,PT-I015549,56.00,58.67,-2.67
AR,ROF ECOM-I015564,24.40,27.36,-2.96
AR,ROF ECOM-I014808,31.00,112.70,-81.70
AR,PT-I014800,122.25,108.74,13.51
AR,ROF ECOM-I015578,75.30,75.01,0.29
AR,ROF ECOM-I015479,87.60,105.76,-18.16
AR,ROF ECOM-I015583,39.20,46.42,-7.22
AR,ROF ECOM-I015617,66.60,51.74,14.86
AR,ROF ECOM-I011148,88.80,80.72,8.08
AR,ROF ECOM-I015596,51.20,64.00,-12.80
AR,ROF ECOM-I015574,116.50,116.39,0.11
AR,ROF ECOM-I015615,82.00,77.17,4.83
AR,ROF ECOM-I015589,78.00,72.81,5.19
AR,ROF ECOM-I015575,121.60,108.58,13.02
AR,ROF ECOM-I015585,69.90,84.02,-14.12
AR,PT-I014490,26.97,34.00,-7.03
AR,ROF ECOM-I014761,30.10,80.59,-50.49
AR,ROF ECOM-I015606,63.80,77.72,-13.92
AR,ROF-I015532,42336.00,21168.00,21168.00
AR,ROF ECOM-I015558,28.90,39.46,-10.56
AR,ROF ECOM-I015565,22.60,38.47,-15.87
AR,ROF ECOM-I014521,24.40,55.86,-31.46
AR,ROF ECOM-I014479,48.00,66.23,-18.23
AR,PT-I014460,52.80,54.11,-1.31
AR,ROF ECOM-I014748,59.00,59.39,-0.39
AR,ROF ECOM-I014759,86.40,90.45,-4.05
AR,PT-I014634,48.00,53.32,-5.32
AR,PT-I014635,163.43,134.52,28.91
AR,ROF ECOM-I014819,39.10,156.40,-117.30
AR,ROF ECOM-I014995,140.90,186.02,-45.12
AR,ROF ECOM-I014996,48.80,88.33,-39.53
AR,ROF ECOM-I015001,29.20,42.41,-13.21
AR,ROF ECOM-I004980,70.00,67.04,2.96
AR,ROF-I015399,8.90,35.60,-26.70
AR,ROF-I015402,8.90,17.80,-8.90
AR,ROF-I015405,8.90,26.70,-17.80
AR,ROF ECOM-I144616,72.75,88.35,-15.60
AR,ROF ECOM-I006007,41.40,37.44,3.96
AR,PT-I150805,36.00,40.65,-4.65
AR,ROF ECOM-I144578,122.80,119.85,2.95
AR,ROF ECOM-I144049,40.00,53.47,-13.47
AR,ROF ECOM-I004958,30.20,44.80,-14.60
AR,ROF ECOM-I144221,41.30,42.85,-1.55
AR,ROF-I012820,10.10,20.20,-10.10
AR,ROF ECOM-I006280,35.60,60.92,-25.32
AR,ROF ECOM-I144512,71.40,85.80,-14.40
AR,ROF ECOM-I148072,56.50,80.22,-23.72
AR,ROF ECOM-I150034,92.30,93.41,-1.11
AR,ROF ECOM-I016610,29.20,42.80,-13.60
AR,ROF ECOM-I147905,135.80,138.68,-2.88
AR,PT-I151771,36.00,43.46,-7.46
AR,ROF ECOM-I008486,26.40,36.58,-10.18
AR,ROF ECOM-I012441,29.20,36.27,-7.07
AR,ROF ECOM-I012243,23.80,34.36,-10.56
AR,ROF ECOM-I142355,127.60,78.20,49.40
AR,ROF ECOM-I017661,23.50,34.06,-10.56
AR,ROF ECOM-I008701,26.70,45.52,-18.82
AR,PT-I145392,48.50,55.89,-7.39
AR,ROF ECOM-I144106,24.00,31.50,-7.50
AR,ROF ECOM-I143823,88.35,93.73,-5.38
AR,ROF ECOM-I142695,8.00,8.56,-0.56
AR,ROF ECOM-I144051,47.40,49.11,-1.71
AR,ROF ECOM-I142597,24.60,31.30,-6.70
AR,ROF ECOM-I141563,169.50,138.91,30.59
AR,PT-I151766,36.00,46.43,-10.43
AR,ROF ECOM-I145186,15.80,24.45,-8.65
AR,ROF ECOM-I145569,15.00,22.15,-7.15
AR,ROF ECOM-I013538,38.00,38.99,-0.99
AR,ROF ECOM-I005938,18.90,24.47,-5.57
AR,PT-I153375,109.80,103.27,6.53
AR,ROF ECOM-I144592,129.05,129.87,-0.82
AR,PT-I145694,22.80,27.52,-4.72
AR,ROF ECOM-I013329,25.60,34.59,-8.99
AR,PT-I145240,30.00,44.35,-14.35
AR,PT-I015137,47.00,56.23,-9.23
AR,ROF ECOM-I144460,29.25,37.83,-8.58
AR,ROF ECOM-I015485,56.00,69.60,-13.60
AR,ROF ECOM-I141399,87.60,90.40,-2.80
AR,ROF ECOM-I006401,35.60,37.50,-1.90
AR,ROF ECOM-I148280,141.30,127.64,13.66
AR,PT-I150831,28.00,33.00,-5.00
AR,ROF ECOM-I013250,22.60,35.81,-13.21
AR,PT-I145523,30.00,36.27,-6.27
AR,ROF ECOM-I145862,19.00,28.75,-9.75
AR,ROF ECOM-I008171,26.70,35.69,-8.99
AR,ROF ECOM-I144115,57.00,69.27,-12.27
AR,ROF ECOM-I013828,31.90,42.32,-10.42
AR,PT-I011086,87.93,75.39,12.54
AR,ROF ECOM-I008949,43.20,59.82,-16.62
AR,ROF ECOM-I142537,38.00,49.80,-11.80
AR,PT-I010990,7562.00,6049.60,1512.40
AR,ROF ECOM-I145976,99.75,113.63,-13.88
AR,ROF ECOM-I016300,105.90,122.06,-16.16
AR,ROF ECOM-I146269,19.00,27.69,-8.69
AR,ROF ECOM-I006559,18.90,25.84,-6.94
AR,ROF ECOM-I148264,93.75,83.40,10.35
AR,PT-I143243,22.80,29.91,-7.11
AR,PT-I148675,47.70,58.89,-11.19
AR,ROF ECOM-I144092,58.60,65.08,-6.48
AR,PT-I141451,28.00,37.67,-9.67
AR,ROF ECOM-I145899,31.50,38.75,-7.25
AR,ROF ECOM-I008837,53.40,65.58,-12.18
AR,PT-I149473,159.70,135.75,23.95
AR,ROF ECOM-I005849,22.20,28.65,-6.45
AR,ROF ECOM-I005747,23.70,28.71,-5.01
AR,ROF ECOM-I005060,55.20,49.59,5.61
AR,ROF ECOM-I014756,28.30,67.55,-39.25
AR,ROF ECOM-I004659,14.00,25.25,-11.25
AR,ROF ECOM-I145246,59.25,74.69,-15.44
AR,ROF ECOM-I143593,54.20,67.67,-13.47
AR,ROF ECOM-I015097,58.10,67.14,-9.04
AR,ROF ECOM-I013692,28.90,34.54,-5.64
AR,ROF-I008136,122.40,310.80,-188.40
AR,ROF ECOM-I142633,33.65,40.20,-6.55
AR,ROF ECOM-I144561,28.20,36.07,-7.87
AR,ROF ECOM-I015576,51.20,52.13,-0.93
AR,ROF ECOM-I141165,22.60,33.27,-10.67
AR,ROF ECOM-I013664,88.20,146.16,-57.96
AR,ROF-I154080,114.20,166.05,-51.85
AR,ROF ECOM-I013108,25.60,114.36,-88.76
AR,PT-I011496,35.97,38.13,-2.16
AR,ROF ECOM-I143962,34.20,44.91,-10.71
AR,ROF ECOM-I014814,62.00,76.32,-14.32
AR,ROF ECOM-I015847,72.00,84.45,-12.45
AR,PT-I145998,136.50,116.03,20.47
AR,PT-I147882,46.90,54.68,-7.78
AR,ROF ECOM-I008953,58.20,70.85,-12.65
AR,ROF ECOM-I008527,46.80,62.67,-15.87
AR,PT-I143583,27.00,32.92,-5.92
AR,PT-I153779,36.00,43.59,-7.59
AR,ROF ECOM-I150304,104.80,103.97,0.83
AR,ROF ECOM-I006386,18.90,25.60,-6.70
AR,ROF ECOM-I004752,66.40,77.35,-10.95
AR,PT-I012882,57.00,70.62,-13.62
AR,PT-I145471,41.40,52.90,-11.50
AR,PT-I151009,33.00,38.13,-5.13
AR,ROF ECOM-I144300,51.00,54.78,-3.78
AR,ROF ECOM-I013548,19.00,24.81,-5.81
AR,ROF ECOM-I013526,66.00,59.55,6.45
AR,ROF ECOM-I012327,19.00,28.89,-9.89
AR,ROF ECOM-I147893,35.70,50.26,-14.56
AR,ROF ECOM-I142687,70.85,71.41,-0.56
AR,PT-I151864,56.10,64.79,-8.69
AR,ROF ECOM-I145720,47.25,59.77,-12.52
AR,ROF ECOM-I148690,23.70,35.68,-11.98
AR,ROF ECOM-I144281,35.70,41.85,-6.15
AR,ROF ECOM-I013272,29.20,41.65,-12.45
AR,ROF ECOM-I148818,54.50,64.62,-10.12
AR,ROF ECOM-I014162,23.50,34.06,-10.56
AR,PT-I014131,48.00,59.64,-11.64
AR,PT-I149445,177.70,151.05,26.65
AR,ROF ECOM-I143979,37.00,47.33,-10.33
AR,ROF ECOM-I017051,31.00,41.20,-10.20
AR,PT-I011500,27.50,36.73,-9.23
AR,PT-I150842,159.20,131.20,28.00
AR,PT-I145470,87.59,127.28,-39.69
AR,PT-I006643,1587.00,4697.75,-3110.75
AR,ROF ECOM-I151795,32.99,42.75,-9.76
AR,ROF ECOM-I008214,21.60,32.16,-10.56
AR,ROF ECOM-I142811,77.60,93.07,-15.47
AR,ROF ECOM-I149549,74.40,77.11,-2.71
AR,ROF ECOM-I148322,36.00,45.02,-9.02
AR,ROF ECOM-I149909,33.30,41.39,-8.09
AR,PT-I012807,46.75,57.82,-11.07
AR,ROF ECOM-I146422,29.25,40.74,-11.49
AR,PT-I149514,28.00,37.48,-9.48
AR,ROF ECOM-I006770,75.60,90.71,-15.11
AR,PT-I148010,34.20,44.21,-10.01
AR,PT-I153595,36.00,44.43,-8.43
AR,ROF ECOM-I004758,33.60,43.54,-9.94
AR,PT-I144412,30.00,36.18,-6.18
AR,PT-I012918,35.00,64.66,-29.66
AR,ROF ECOM-I008879,26.70,39.91,-13.21
AR,ROF ECOM-I144812,33.25,44.75,-11.50
AR,ROF ECOM-I143869,34.60,49.50,-14.90
AR,ROF ECOM-I149235,33.25,38.70,-5.45
AR,ROF ECOM-I012420,44.60,51.12,-6.52
AR,ROF ECOM-I145852,47.25,62.64,-15.39
AR,PT-I006258,135.63,105.42,30.21
AR,ROF ECOM-I015951,78.70,88.75,-10.05
AR,ROF ECOM-I150852,33.99,51.44,-17.45
AR,ROF ECOM-I014161,48.00,51.67,-3.67
AR,ROF ECOM-I145959,30.80,42.30,-11.50
AR,PT-I146282,56.00,63.39,-7.39
AR,ROF ECOM-I011144,22.20,34.85,-12.65
AR,PT-I014530,44.80,53.53,-8.73
AR,ROF ECOM-I148152,189.50,161.08,28.42
AR,ROF ECOM-I143362,69.25,73.92,-4.67
AR,ROF ECOM-I142523,49.15,67.69,-18.54
AR,ROF ECOM-I017246,33.20,35.29,-2.09
AR,ROF ECOM-I008562,100.80,85.30,15.50
AR,PT-I016741,48.00,60.31,-12.31
AR,ROF ECOM-I016527,120.00,96.16,23.84
AR,PT-I149636,120.30,102.26,18.04
AR,ROF ECOM-I015304,57.20,70.66,-13.46
AR,ROF ECOM-I145417,54.35,69.79,-15.44
AR,ROF ECOM-I148744,61.60,75.47,-13.87
AR,PT-I141972,67.00,70.69,-3.69
AR,ROF ECOM-I013783,29.20,36.84,-7.64
AR,PT-I146332,41.00,48.39,-7.39
AR,ROF ECOM-I016770,37.20,50.41,-13.21
AR,ROF ECOM-I016844,30.10,39.99,-9.89
AR,PT-I008649,71.94,67.91,4.03
AR,ROF ECOM-I005872,24.90,25.89,-0.99
AR,PT-I149173,36.00,37.50,-1.50
AR,ROF-I006683,4032.00,4200.00,-168.00
AR,ROF ECOM-I146550,45.75,47.43,-1.68
AR,PT-I149242,39.90,47.11,-7.21
AR,ROF ECOM-I011061,67.40,71.41,-4.01
AR,PBPT-I006586,303.00,535.79,-232.79
AR,ROF ECOM-I149320,27.00,33.32,-6.32
AR,ROF ECOM-I146204,18.00,26.65,-8.65
AR,PT-I144206,45.60,55.93,-10.33
AR,ROF ECOM-I006497,41.10,51.90,-10.80
AR,ROF ECOM-I012901,25.60,58.45,-32.85
AR,ROF-I013724,18.70,27.60,-8.90
AR,ROF ECOM-I150794,169.95,135.96,33.99
AR,ROF ECOM-I004804,38.00,47.54,-9.54
AR,ROF ECOM-I142805,20.00,32.63,-12.63
AR,ROF ECOM-I005523,26.70,35.62,-8.92
AR,ROF ECOM-I149828,26.00,34.51,-8.51
AR,ROF ECOM-I142370,78.40,52.53,25.87
AR,ROF ECOM-I005965,50.40,43.74,6.66
AR,PT-I149013,36.00,37.50,-1.50
AR,ROF ECOM-I146581,104.00,103.48,0.52
AR,ROF ECOM-I148693,65.00,69.12,-4.12
AR,ROF ECOM-I004915,26.70,37.65,-10.95
AR,ROF ECOM-I150463,65.98,79.98,-14.00
AR,ROF ECOM-I151062,33.99,43.35,-9.36
AR,ROF ECOM-I150860,24.99,32.06,-7.07
AR,ROF ECOM-I144997,48.35,54.46,-6.11
AR,PT-I014054,48.00,59.07,-11.07
AR,ROF ECOM-I149252,18.00,27.10,-9.10
AR,ROF ECOM-I144417,42.40,51.63,-9.23
AR,ROF ECOM-I145500,42.00,52.58,-10.58
AR,ROF ECOM-I005273,28.50,33.22,-4.72
AR,PT-I151033,79.80,86.38,-6.58
AR,ROF ECOM-I144932,35.70,47.20,-11.50
AR,ROF ECOM-I015470,28.90,37.24,-8.34
AR,ROF ECOM-I153709,164.95,131.96,32.99
AR,ROF ECOM-I008404,15.00,23.81,-8.81
AR,ROF ECOM-I144457,57.60,62.43,-4.83
AR,PT-I151007,36.00,44.43,-8.43
AR,PT-I140961,28.00,39.07,-11.07
AR,PT-I006255,65.95,63.57,2.38
AR,ROF ECOM-I004862,18.00,21.60,-3.60
AR,ROF ECOM-I149551,197.40,164.50,32.90
AR,PT-I014145,48.00,59.07,-11.07
AR,ROF ECOM-I150450,33.99,43.35,-9.36
AR,PT-I140963,26.00,37.07,-11.07
AR,ROF ECOM-I012167,63.80,71.14,-7.34
AR,ROF ECOM-I006487,23.70,24.96,-1.26
AR,ROF ECOM-I142902,36.80,44.78,-7.98
AR,ROF ECOM-I148356,28.25,45.42,-17.17
AR,PT-I148565,47.60,55.38,-7.78
AR,ROF ECOM-I145546,29.25,40.75,-11.50
AR,ROF ECOM-I141335,44.40,54.06,-9.66
AR,PT-I148056,72.10,68.90,3.20
AR,PT-I150936,72.00,74.55,-2.55
AR,ROF ECOM-I143222,20.50,28.54,-8.04
AR,PT-I153141,69.00,79.16,-10.16
AR,ROF ECOM-I146616,99.75,98.66,1.09
AR,ROF ECOM-I151041,203.94,169.95,33.99
AR,ROF ECOM-I017222,58.40,71.61,-13.21
AR,ROF ECOM-I008702,28.80,45.42,-16.62
AR,ROF ECOM-I149620,18.00,28.08,-10.08
AR,ROF ECOM-I145285,35.25,46.75,-11.50
AR,ROF ECOM-I153434,98.97,98.27,0.70
AR,PT-I148110,61.00,69.08,-8.08
AR,PT-I006262,32.97,41.16,-8.19
AR,ROF ECOM-I143958,22.60,34.20,-11.60
AR,ROF ECOM-I004848,31.60,37.21,-5.61
AR,ROF ECOM-I153531,69.98,79.12,-9.14
AR,PT-I144445,13.50,19.42,-5.92
AR,ROF ECOM-I148706,62.00,76.32,-14.32
AR,ROF ECOM-I145221,28.20,39.75,-11.55
AR,ROF ECOM-I010598,22.20,31.44,-9.24
AR,PT-I012023,88.40,71.11,17.29
AR,ROF ECOM-I142620,36.40,47.07,-10.67
AR,ROF ECOM-I142789,53.35,66.82,-13.47
AR,PT-I142974,19.80,25.72,-5.92
AR,ROF ECOM-I150040,32.90,42.02,-9.12
AR,PT-I153691,72.00,76.01,-4.01
AR,ROF ECOM-I144473,28.50,37.07,-8.57
AR,ROF ECOM-I143595,24.50,32.33,-7.83
AR,ROF ECOM-I146354,31.50,34.99,-3.49
AR,ROF ECOM-I142240,65.35,46.67,18.68
AR,ROF ECOM-I016314,138.20,143.24,-5.04
AR,ROF ECOM-I016614,105.70,117.76,-12.06
AR,ROF ECOM-I146272,27.60,38.79,-11.19
AR,PT-I008656,32.96,35.09,-2.13
AR,ROF ECOM-I017149,23.50,34.06,-10.56
AR,PT-I141190,51.00,62.07,-11.07
AR,ROF ECOM-I006600,41.10,54.38,-13.28
AR,ROF ECOM-I143805,24.50,36.00,-11.50
AR,ROF ECOM-I151809,32.99,42.11,-9.12
AR,ROF ECOM-I148528,32.90,43.02,-10.12
AR,ROF ECOM-I010982,97.60,90.30,7.30
AR,ROF ECOM-I148785,30.00,36.54,-6.54
AR,ROF ECOM-I014197,20.40,24.66,-4.26
AR,PT-I145645,30.00,36.64,-6.64
AR,ROF ECOM-I141740,26.55,33.12,-6.57
AR,PT-I012161,195.00,117.00,78.00
AR,ROF ECOM-I012429,60.20,74.38,-14.18
AR,ROF ECOM-I150384,34.99,42.43,-7.44
AR,ROF ECOM-I005892,18.90,26.42,-7.52
AR,ROF ECOM-I149371,154.55,131.37,23.18
AR,ROF ECOM-I005260,49.80,60.75,-10.95
AR,ROF ECOM-I017223,83.10,106.34,-23.24
AR,PT-I150703,36.00,38.40,-2.40
AR,ROF ECOM-I143994,37.20,51.45,-14.25
AR,ROF ECOM-I146398,57.60,69.09,-11.49
AR,ROF ECOM-I145254,14.10,20.99,-6.89
AR,ROF ECOM-I141927,87.60,94.17,-6.57
AR,PT-I151010,36.00,48.49,-12.49
AR,ROF-I147876,1740.00,1952.52,-212.52
AR,ROF ECOM-I148539,94.15,92.68,1.47
AR,ROF ECOM-I014358,102.40,123.92,-21.52
AR,ROF ECOM-I012663,48.00,57.24,-9.24
AR,ROF ECOM-I147914,98.70,97.77,0.93
AR,ROF ECOM-I017255,33.55,43.44,-9.89
AR,PT-I148506,33.00,35.08,-2.08
AR,ROF ECOM-I143814,45.70,47.99,-2.29
AR,ROF ECOM-I005525,71.40,64.87,6.53
AR,ROF ECOM-I014699,48.80,60.19,-11.39
AR,ROF ECOM-I153719,98.97,99.53,-0.56
AR,PT-I153341,36.00,39.56,-3.56
AR,ROF ECOM-I014384,67.50,66.45,1.05
AR,ROF ECOM-I143715,71.25,86.33,-15.08
AR,ROF ECOM-I148577,101.85,98.54,3.31
AR,ROF ECOM-I144273,15.90,22.75,-6.85
AR,ROF ECOM-I146579,104.00,104.52,-0.52
AR,ROF-I014444,8.90,62.30,-53.40
AR,PT-I145693,30.00,33.46,-3.46
AR,ROF ECOM-I012535,31.00,42.38,-11.38
AR,ROF ECOM-I148321,16.80,24.08,-7.28
AR,ROF ECOM-I013134,76.80,90.92,-14.12
AR,ROF ECOM-I146140,47.75,61.21,-13.46
AR,ROF-I154171,110.70,166.05,-55.35
AR,ROF ECOM-I017082,59.90,65.77,-5.87
AR,ROF ECOM-I146302,123.45,139.78,-16.33
AR,ROF ECOM-I148357,123.70,119.78,3.92
AR,PT-I153407,46.20,49.38,-3.18
AR,ROF ECOM-I148154,21.00,32.49,-11.49
AR,ROF ECOM-I143624,52.25,65.72,-13.47
AR,ROF ECOM-I144319,21.60,24.28,-2.68
AR,PT-I149813,37.80,45.60,-7.80
AR,ROF ECOM-I012677,29.20,101.85,-72.65
AR,ROF ECOM-I145496,26.00,37.50,-11.50
AR,ROF ECOM-I004943,124.20,102.08,22.12
AR,ROF ECOM-I144835,20.00,27.77,-7.77
AR,ROF ECOM-I142610,19.20,26.05,-6.85
AR,PT-I016284,48.00,59.36,-11.36
AR,ROF ECOM-I013479,57.80,68.13,-10.33
AR,ROF ECOM-I144601,44.40,45.97,-1.57
AR,ROF ECOM-I149354,149.85,137.57,12.28
AR,PT-I014643,53.60,56.63,-3.03
AR,ROF ECOM-I006550,26.70,90.90,-64.20
AR,ROF ECOM-I148596,145.50,116.40,29.10
AR,PT-I152000,36.00,43.15,-7.15
AR,ROF ECOM-I144765,19.25,24.11,-4.86
AR,ROF ECOM-I144483,195.40,166.09,29.31
AR,ROF ECOM-I145695,19.20,29.78,-10.58
AR,ROF ECOM-I005890,35.60,35.72,-0.12
AR,ROF ECOM-I144298,19.00,29.33,-10.33
AR,ROF ECOM-I142677,111.50,134.59,-23.09
AR,ROF ECOM-I004986,38.00,40.95,-2.95
AR,ROF ECOM-I012497,29.20,42.41,-13.21
AR,PT-I151672,36.00,39.86,-3.86
AR,PT-I143388,41.40,55.03,-13.63
AR,ROF ECOM-I145001,24.25,35.75,-11.50
AR,ROF ECOM-I006276,41.40,93.60,-52.20
AR,ROF ECOM-I004894,82.80,68.91,13.89
AR,ROF ECOM-I010443,22.20,29.45,-7.25
AR,ROF ECOM-I005009,40.80,42.28,-1.48
AR,ROF ECOM-I014425,62.00,64.08,-2.08
AR,ROF ECOM-I150875,31.99,44.40,-12.41
AR,ROF ECOM-I153576,90.97,90.25,0.72
AR,ROF ECOM-I013488,95.70,111.86,-16.16
AR,ROF ECOM-I149357,101.95,100.53,1.42
AR,ROF ECOM-I141342,42.00,44.74,-2.74
AR,ROF ECOM-I004834,72.30,50.71,21.59
AR,PT-I013824,55.00,57.82,-2.82
AR,ROF ECOM-I141706,34.00,40.40,-6.40
AR,ROF ECOM-I144230,28.52,57.77,-29.25
AR,PT-I013556,29.97,68.28,-38.31
AR,ROF ECOM-I151060,67.98,85.68,-17.70
AR,ROF ECOM-I144468,80.00,95.47,-15.47
AR,ROF ECOM-I150682,27.99,36.05,-8.06
AR,ROF ECOM-I148769,24.00,36.86,-12.86
AR,PT-I006474,62.44,95.41,-32.97
AR,ROF ECOM-I004750,17.00,27.95,-10.95
AR,PT-I012523,99.00,102.29,-3.29
AR,ROF-I014078,26369.60,68223.05,-41853.45
AR,ROF ECOM-I148797,26.70,38.88,-12.18
AR,PT-I142736,70.00,87.89,-17.89
AR,PT-I146651,33.00,40.21,-7.21
AR,ROF ECOM-I017310,104.85,103.98,0.87
AR,ROF ECOM-I143841,58.60,75.52,-16.92
AR,ROF ECOM-I148552,19.20,22.94,-3.74
AR,ROF ECOM-I150047,24.25,33.03,-8.78
AR,ROF ECOM-I146381,45.85,49.56,-3.71
AR,ROF ECOM-I008674,18.00,31.21,-13.21
AR,ROF ECOM-I144270,27.30,37.63,-10.33
AR,ROF ECOM-I144831,24.25,38.25,-14.00
AR,PT-I150417,36.00,38.06,-2.06
AR,ROF ECOM-I015004,19.00,30.16,-11.16
AR,ROF ECOM-I145853,28.80,39.45,-10.65
AR,ROF ECOM-I143851,23.75,34.51,-10.76
AR,ROF ECOM-I015952,57.50,70.96,-13.46
AR,ROF ECOM-I006640,45.30,57.71,-12.41
AR,ROF ECOM-I153360,59.98,60.87,-0.89
AR,ROF ECOM-I141567,34.00,37.93,-3.93
AR,PT-I151095,68.70,85.32,-16.62
AR,ROF ECOM-I004937,53.40,65.07,-11.67
AR,PBPT-I006923,465.00,1011.00,-546.00
AR,ROF ECOM-I142122,67.10,43.88,23.22
AR,ROF ECOM-I014514,28.00,37.78,-9.78
AR,ROF ECOM-I145728,27.75,39.25,-11.50
AR,ROF ECOM-I004761,27.20,32.86,-5.66
AR,ROF ECOM-I014523,58.40,73.25,-14.85
AR,ROF ECOM-I016800,26.80,39.02,-12.22
AR,ROF ECOM-I144102,18.50,24.30,-5.80
AR,ROF ECOM-I146051,82.80,95.46,-12.66
AR,PT-I148350,33.00,39.81,-6.81
AR,ROF ECOM-I008505,112.80,95.68,17.12
AR,ROF ECOM-I017030,29.20,39.76,-10.56
AR,ROF ECOM-I005679,81.60,92.55,-10.95
AR,ROF ECOM-I016617,48.40,51.79,-3.39
AR,ROF ECOM-I142752,84.80,93.20,-8.40
AR,PT-I153700,36.00,43.91,-7.91
AR,PT-I012716,27.50,33.73,-6.23
AR,ROF ECOM-I145549,40.80,43.66,-2.86
AR,PT-I142790,48.50,55.83,-7.33
AR,ROF ECOM-I010433,54.80,57.05,-2.25
AR,ROF ECOM-I150911,54.80,71.10,-16.30
AR,ROF ECOM-I012562,36.70,52.74,-16.04
AR,ROF ECOM-I145343,46.20,60.08,-13.88
AR,ROF ECOM-I143991,25.00,30.85,-5.85
AR,ROF ECOM-I142383,57.30,40.15,17.15
AR,ROF ECOM-I015960,29.20,35.38,-6.18
AR,ROF ECOM-I010551,40.80,53.25,-12.45
AR,ROF ECOM-I142511,12.60,13.42,-0.82
AR,ROF ECOM-I015747,19.00,29.56,-10.56
AR,ROF ECOM-I148766,89.75,92.16,-2.41
AR,ROF ECOM-I006755,74.70,63.27,11.43
AR,ROF ECOM-I142958,50.00,53.00,-3.00
AR,PT-I148561,118.00,108.07,9.93
AR,ROF ECOM-I149347,52.00,60.67,-8.67
AR,ROF ECOM-I146569,122.30,116.98,5.32
AR,ROF ECOM-I142836,35.75,47.25,-11.50
AR,ROF ECOM-I141958,31.00,42.39,-11.39
AR,ROF ECOM-I013279,51.20,60.44,-9.24
AR,PT-I006583,447.00,473.11,-26.11
AR,ROF ECOM-I016518,27.40,38.15,-10.75
AR,ROF ECOM-I145893,55.40,69.28,-13.88
AR,ROF ECOM-I017248,23.50,34.06,-10.56
AR,ROF ECOM-I011390,53.40,63.38,-9.98
AR,ROF ECOM-I016329,31.90,45.11,-13.21
AR,PT-I149018,47.60,48.07,-0.47
AR,ROF ECOM-I014627,168.70,143.40,25.30
AR,ROF ECOM-I144373,29.25,40.74,-11.49
AR,ROF ECOM-I148684,87.30,86.08,1.22
AR,ROF ECOM-I143267,95.95,101.83,-5.88
AR,ROF ECOM-I146609,18.00,26.66,-8.66
AR,ROF ECOM-I146393,29.40,40.90,-11.50
AR,ROF ECOM-I013120,31.90,40.23,-8.33
AR,ROF ECOM-I143631,67.25,80.71,-13.46
AR,ROF ECOM-I004459,35.60,38.36,-2.76
AR,PT-I015933,92.00,89.27,2.73
AR,PT-I141719,28.00,34.18,-6.18
AR,ROF ECOM-I149584,77.00,84.42,-7.42
